name,sex,number
Anna Faustina,F,1
Samanda,F,1
Kozartan,M,1
Abdourahim,M,1
Andra Ioana,F,1
Mauro Giordano,M,1
Tiziana Alessandra,F,1
Elindo,M,1
Karamoko,M,1
Qasim,M,1
Beatrice Rosamaria,F,1
Valeriy,M,1
Leiliana,F,1
Nexhip,M,1
Alassana,M,1
Valentino Luciano,M,1
Salvatore Simone,M,1
Giuseppe Massimo,M,1
Ginesia,F,1
Teresa Luisa,F,1
Alfredo Giandomenico,M,1
Luigi Secondo,M,1
Albiona,F,1
Farhan,M,1
Giuseppina Patrizia Maria,F,1
Elso,M,1
Judith,F,1
Ionut Bogdan,M,1
Fadime,F,1
Antonietta Luisa,F,1
Asimina,F,1
Giuseppina Matilde,F,1
Adelphina,F,1
Emilia Edet,F,1
Sheqere,F,1
Nicola Mattia,M,1
Cristian Alan,M,1
Yongfang,F,1
Lilla,F,1
Gabriella Virginia,F,1
Giovanni Bartolomeo,M,1
Pier Angelo Domenico,M,1
Graziella Luciana,F,1
Maria Montserrat,F,1
Felice Giacomo,M,1
Filippo Fabrizio,M,1
Daniela Tamara,F,1
Matteo Dario,M,1
Salimata,F,1
Promise Bright,M,1
Grazia Ylenia,F,1
Kittiyaporn,F,1
Rudolf,M,1
Graziella Cesarina,F,1
Sandra Colomba,F,1
Rene Frederic Pierre,M,1
Meryeme,F,1
Estera,F,1
Giorgino,M,1
Davide Medis,M,1
Robert Alberto,M,1
Giuseppe Romolo,M,1
Giovanna Ilenia,F,1
Pier Leandro,M,1
Giovanni Salvatore,M,1
Emmanuel Sebastiano,M,1
Giovanna Pasqualina,F,1
Hayder,M,1
Giancarlo Teresio,M,1
Osas Junior,M,1
Edgardo Giovanni,M,1
Annamaria Luciana,F,1
Gianpaolo Giuseppe,M,1
Mohameth Lamine,M,1
Ernesta Lina,F,1
Bright Aniefiok,F,1
Elena Giuseppina Luigia,F,1
Marcello Ciro Giuseppe,M,1
Flora Costantina,F,1
Anthony Jakob,M,1
Enrica Teresa,F,1
Mihaela Cristina,F,1
Prek,M,1
Benedetta Margherita,F,1
Erli,F,1
Hektor,M,1
Tiberiu Mirel,M,1
Abdelkrim,M,1
Herdi Ahmed,M,1
Franca Rita,F,1
Giulio Giuseppe,M,1
Rosolia,F,1
Camillo Francesco,M,1
Jacek,M,1
Dino Angelo,M,1
Alessandra Secondina,F,1
Marcello Ruggero,M,1
Rafal Andrzej,M,1
Ai,M,1
Subhash,M,1
Bruno Giovanni Antonio,M,1
Arjeta,F,1
Giada Damaris,F,1
Doina Maria,F,1
Mouhyddine,M,1
Khaled,M,1
Salamata,F,1
Jan,M,1
Godfred,M,1
Jastin Damien,M,1
Dorela,F,1
Simona Caterina,F,1
Iara,F,1
Aurelio Marco,M,1
Katriel,M,1
Angelo Claudiano,M,1
Giuseppina Bianca,F,1
Ornella Serafina,F,1
Marisa Sabina,F,1
Carmelo Emilio,M,1
Rossella Romina,F,1
Anda-maria,F,1
Juen,M,1
Nejla Natalya,F,1
Mauro Andrea Wiliedi,M,1
Paolo Cesare,M,1
Zamina,F,1
Yufen,F,1
Laura Franca,F,1
Gianmaria Vittorio Carlo,M,1
Elze,F,1
Sipontina Maria,F,1
Orlandina,F,1
Afaf,F,1
Temin,M,1
Yosef,M,1
Calogero Antonino,M,1
Mario Secondo,M,1
Dildora,F,1
Sandra Liana Maria,F,1
Laidina,F,1
Elena Ruth,F,1
Vedad,M,1
Graziella Marinella,F,1
Xhek,M,1
Xilan,F,1
Veli,M,1
Martina Aurora,F,1
Nikolas Domenico,M,1
Success Iyanuloluwa,F,1
Omniya,F,1
Pantaleo,M,1
Marina Felicita,F,1
Vincenzo Andrea,M,1
Mamady,M,1
Noemi Caterina,F,1
Daniel Jasper,M,1
Giovanni Manfredo Maria,M,1
Leonardina,F,1
Annalisa Maria,F,1
Mayssoun,F,1
Armanda Giovanna Clelia,F,1
Nicoletta Agostina,F,1
Antonio Vincenzo,M,1
Marilena Gabriella,F,1
Ernesto Natale,M,1
Carlo Evasio,M,1
Christiane,F,1
Luigjina,F,1
Nicolo' Bruno,M,1
Gianni Fulvio,M,1
Leide,F,1
Nije,F,1
Ammar Taher Kaid,M,1
Valter Onorato,M,1
Matilde Maria Teresa,F,1
Raul Alviero,M,1
Gabriele Giovanni,M,1
Piercesare,M,1
Niche,F,1
Nicu,M,1
Ouzair,M,1
Renaldo,M,1
Baye Yoro,M,1
Eliano,M,1
Luigi Marcello,M,1
Stefano Primo,M,1
Jie Ni,F,1
Giuseppina Giovanna Teresa,F,1
Mariacarla,F,1
Biljana,F,1
Ester Anna,F,1
Anusta Lourdzia,F,1
Shamim,M,1
Walter Edoardo,M,1
Alessandro Gioacchino Domenico,M,1
Ilirjana,F,1
Nikole,F,1
Refia,F,1
Nuccia,F,1
Diego Carlo,M,1
Marius Cristian,M,1
Secondino Carlo,M,1
Elede,F,1
Claudio Giovanni,M,1
Uriela,F,1
Yuqi,F,1
Contrano,M,1
Bruna Virginia Teresa,F,1
Lia Rosa Maria,F,1
Francesco Nicholas,M,1
Giancarlo Roberto,M,1
Rosa Antonietta,F,1
Lili,F,1
Omar Mohamed Mostafa,M,1
Sterlina,F,1
Bassou,M,1
Alexandra Petronela,F,1
Silvi,M,1
Smail,M,1
Hanife,F,1
Ligia,F,1
Rosina Angela,F,1
Angela Antonietta Maria,F,1
Elena Carla,F,1
Serigne Babacar,M,1
Giorgia Margherita,F,1
Desiree Giuseppina,F,1
Gian Luigi Angelo,M,1
Giosue' Leon,M,1
Sorin Emanuel,M,1
Avril Lara,F,1
Lijuan,F,1
Amali Sanjeewani De Silva,F,1
Clara Maddalena,F,1
Mouhamadou,M,1
Saiful,M,1
Agostina Carla,F,1
Lorenzo Ambrogio,M,1
Halexander Tony,M,1
Chiara Assunta,F,1
Sebastian Alexandru,M,1
Guglielmo Tommaso,M,1
Angela Fiorella,F,1
Arto,M,1
Nimco,F,1
Flavius Dumitru,M,1
Evelyn Maria,F,1
Artem,M,1
Henan,F,1
Irma Dorina,F,1
Marta Elisa,F,1
Barbara Evelin,F,1
Deisy Raquel,F,1
Alba Lucia,F,1
Iader,M,1
Luqman,M,1
Dmitrii,M,1
Ruben Jose,M,1
Ermogene,M,1
Nardi,M,1
Elena Giovanna Domenica,F,1
Valerio Mario Pietro,M,1
Fernanda Barbara,F,1
Graziella Domenica,F,1
Gianpaolo Christian,M,1
Massimo Maria Duilio,M,1
Zarik,M,1
Rayane,M,1
Elvi Felice,M,1
Fatush,F,1
Yaakoub Jacopo,M,1
Amato,M,1
Alideo,M,1
Gaia Andrea,F,1
Xianbin,M,1
Cosma Carmela,F,1
Alice Angie,F,1
Lejla,F,1
Piervincenzo,M,1
Gioachino Raimondo,M,1
Denisia Kate,F,1
Mengna,F,1
Maria Vincenzina,F,1
Giovanni Carlo Giuseppe,M,1
Emanuele Andrea,M,1
Mirka Tiziana,F,1
Marem,F,1
Neculai,M,1
Gian Giacomo Michele,M,1
Laura Paola,F,1
Pina Palmira,F,1
Armina,F,1
Jairo Manoel,M,1
Ndeye Mane,F,1
Sonilda,F,1
Gabriella Matilde,F,1
Katarzyna Jolanta,F,1
Paola Debora,F,1
Francesco Tomaso,M,1
Paola Cristina,F,1
Rosario Salvatore,M,1
Haicong,F,1
Michea,M,1
Qiaobin,M,1
Indre,F,1
El Mostapha,M,1
Konad,M,1
Henry,M,1
Bruno Michele,M,1
Fiorina Letizia,F,1
Valentina Stefania,F,1
Marie Claire Madeleine,F,1
Silvana Maria Bruna,F,1
Stelio,M,1
Viorel Stefan,M,1
Sandra Oghenemarow,F,1
Kamonchanok,F,1
Bleona,F,1
Silvja,F,1
Lejdjan,M,1
Giovanna Felicina,F,1
Pier Renato,M,1
Cristina Anna Angela,F,1
Kejvin,M,1
Estella Maria,F,1
Irene Laura,F,1
Erlana,F,1
Fiorinda,F,1
Cristina Manuela,F,1
Denise Elisa,F,1
Rosa Pierina,F,1
Giosefin,F,1
Omer,M,1
Ramiz,M,1
Luca Luigi Maria,M,1
Francesca Catterina,F,1
Unwana Maria,F,1
Hidajet,M,1
Zoey Barbara,F,1
Aisa,F,1
Arianna Irma,F,1
Eliot Owen,M,1
Romelia Esperanza,F,1
Simona Florenta,F,1
Virginia Ernesta Maria,F,1
Valter Secondo,M,1
Nafis,M,1
Evgenia,F,1
Etmira,F,1
Hajdar,M,1
Aleksandra Halina,F,1
Xiaowei,M,1
Angelo Donato,M,1
Paola Maria Giovanna,F,1
Giovanni Emilio,M,1
Vittoria Maria Giuseppina,F,1
Asia Delfina,F,1
Maria Renza,F,1
Maria Carolina,F,1
Cristina Enrica,F,1
Lorenzo Marco,M,1
Valdirene Teresa Maddalena,F,1
Maya Emilia,F,1
Ghazal,F,1
Vincenzo Constantin,M,1
Mustafe,M,1
Maria Zoraida,F,1
Najed,M,1
Vasile Sebastian,M,1
Dario Alexandru,M,1
Natalya,F,1
Nicolo' Amos,M,1
Kathia,F,1
Hermion,M,1
Carlo Felice,M,1
Yarin,M,1
Cinzia Onorina,F,1
Giorgio Vincenzo,M,1
Carlo Stefano,M,1
Gian Francesco Carlo,M,1
Pierpaolo Giovanni,M,1
Marisa Edmea,F,1
Renato Valentino,M,1
Ferdinando Bruno,M,1
Marilda,F,1
Monica Olimpia,F,1
Lush,M,1
Alassan,M,1
Guangliang,M,1
Anna Raffaela,F,1
Belen Cloe,F,1
Edoardo Marco,M,1
Gabriele Vittorio,M,1
Ascanio Paolo,M,1
Feodor,M,1
Rita Debora,F,1
Barbara Pierenrica,F,1
Erzana,F,1
Alessandra Elena,F,1
Pierfranca,F,1
Yuanyuan,F,1
Ermenegilda Maria,F,1
Luisanna,F,1
Wet Qt,F,1
Ester Santa,F,1
Avventina,F,1
Michaela Anna Margherita,F,1
Bambina Carmela,F,1
Fiero,M,1
Sabahudin,M,1
Emanuele Matteo,M,1
Venanzio Filippo,M,1
Viola Isabel,F,1
Beatrice Alessandra,F,1
Xhanela,F,1
Betty Ysabel,F,1
Catena Stefania,F,1
Anna Ida,F,1
Assunta Iolanda,F,1
Rosa Bettina,F,1
Weihai,M,1
Chiara Anna,F,1
Grazia Margherita,F,1
Endrius,M,1
Benarda,F,1
Piera Maria Margherita,F,1
Paolo Domenico,M,1
Neso,M,1
Andrea Maurizio,M,1
Giuseppina Maria Giovanna,F,1
Iacopo Maria Filippo,M,1
Handrea,F,1
Huda,F,1
Rabihan,F,1
Wilfredo Erick,M,1
Kristhel Maria,F,1
Mariacarmela,F,1
Nathan Giuseppe,M,1
Marco Giovanni,M,1
Sandra Celestina,F,1
Taiwo,M,1
Giovanna Giacomina,F,1
Germana Maddalena,F,1
Ester Giovanna,F,1
Elca,F,1
Gjini,M,1
Terzino,M,1
Mine,F,1
Guoce,M,1
Maria Paola Teresa,F,1
Maria Pina,F,1
Carla Anna Marcellina,F,1
Julia Natalia,F,1
Remzija,M,1
Ekhlas Saad Beshay,F,1
Johnny,M,1
Angioletta Adalgisa,F,1
Paolo Enrico,M,1
Giulia Agnese,F,1
Armel Stephane,M,1
Marouan,M,1
Daphne Isabelle,F,1
Justyna Agnieszka,F,1
Flora Reina,F,1
Xenia Alexandra,F,1
Esperanza,F,1
Iolanda Maria,F,1
Rabije,F,1
Rasil,M,1
Giovanni Nicola,M,1
Vienna,F,1
Fiorella Giuliana,F,1
Bel Krishna,M,1
Nicoleta Costela,F,1
Luigina Chiara,F,1
Madjiguene,F,1
Yasir,M,1
Giulia Giovanna,F,1
Idelma,F,1
Julia Isabel,F,1
Aurelio Davide Livio,M,1
Parid,M,1
Anna Lucia Fabia,F,1
Dilva Delfina,F,1
Essa,M,1
Federico Mario,M,1
Benedetta Daria Teresa,F,1
Eli,M,1
Nashifer,F,1
Natasha Caterina,F,1
Zaho,M,1
Lara Stella,F,1
Luigina Elisa,F,1
Germana Rosalia,F,1
Rossella Maria,F,1
Fortunatina Anna,F,1
Giovanni Serafino,M,1
Margherita Concetta,F,1
Mirella Rita,F,1
Abada,M,1
Jhanpool Albert,M,1
Aroosha,F,1
Miracle,F,1
Gesuina,F,1
Justyna,F,1
Ida Anna,F,1
Kinga Edvige,F,1
Rebecca Florina,F,1
Edra,F,1
Erdet,M,1
Elizaveta,F,1
Livia Elda,F,1
Ile,M,1
Francesco Maurizio,M,1
Rita Benedetta,F,1
Elda Luciana,F,1
Iole Maria,F,1
Gennarina,F,1
Clotilde Maria Grazia,F,1
Francesca Lucia,F,1
Teodora Gabriella,F,1
Manuela Paola,F,1
Nadia Ida,F,1
Maristella Cristina,F,1
Sadik,M,1
Nushe,F,1
Sonora,F,1
Daoudia,F,1
Grazia Antonella,F,1
Lina Emanuela,F,1
Olindo,M,1
Alessandro Claudio,M,1
Zhijun,M,1
Anna Federica,F,1
Nardjeine,F,1
Bruna Rosa Adalcisa,F,1
Luisella Giovanna,F,1
Lee David,M,1
Behixhe,F,1
Venera Francesca,F,1
Biagio Bernardo,M,1
Talha,M,1
Gemino,M,1
Raymond Kwasi,M,1
Jasminca Rebecca,F,1
Emilio Vicente,M,1
Alida Emilia,F,1
Raffaella Iolanda,F,1
Joselito,M,1
Fiorenza Anna,F,1
Giuseppe Luigi Michele,M,1
Franca Elsa,F,1
Felice Mario,M,1
Yuliia,F,1
Glenis Candelaria,F,1
Samson,M,1
Alessandra Luigina Carla,F,1
Gianpaola,F,1
Inxhi,F,1
Francesco Giuseppe Marino,M,1
Monica Valeria,F,1
Fabio Luigi,M,1
Caterina Franca,F,1
Giuseppe Pio,M,1
Salah Mohamed Ahmed,M,1
Desyre',F,1
Paso,M,1
Andrei Razvan,M,1
Alberto Giovanni,M,1
Brando,M,1
Rodolfo Angelo,M,1
Monica Ferdinanda,F,1
Mihai Adinel,M,1
Antenisca Filomena,F,1
Fiorenza Illeana,F,1
Mariarosa Ellida,F,1
Federica Lupe,F,1
Serigne Cheikh Mbacke,M,1
Rosella Natalina,F,1
Shada,F,1
Michael Jhonatan,M,1
Marcio Junior,M,1
Pietro Elio,M,1
Fabio Emanuele Carlo,M,1
Ergica,F,1
Paolino Gioacchino,M,1
Santo Michele,M,1
Cinzia Annalisa,F,1
Michelina Secondina,F,1
Flavia Rita,F,1
Sambengue,M,1
Ajsi,F,1
Emiliano Massimo,M,1
Ya Yi,F,1
Qianqian,F,1
Anastasia Aurora Asia,F,1
Ginevra Rosalbina,F,1
Vincenzo Giuseppe,M,1
Qunxiong,M,1
Meglin,F,1
Tobias,M,1
Nosa,M,1
Gisella Patrizia,F,1
Manuel Guillermo,M,1
Stefano Francesco,M,1
Laura Camilla,F,1
Salvatore Hermann,M,1
Catterina Vittoria,F,1
Marilena Domenica,F,1
Luisa Violeta,F,1
Piera Teresa Rosa,F,1
Fouzia,F,1
Domenico Andrea,M,1
Iulia Alina,F,1
Diego Alexandro,M,1
Rozina,F,1
Roshani Hemamali,F,1
Uche Gift,F,1
Wanida,F,1
Lydie,F,1
Ibtessam,F,1
Maria Luz,F,1
Vally,F,1
Massimiliana,F,1
Elisa Edi Anna Nadia,F,1
Alvise,M,1
Ermenegilda,F,1
Maria Donatella,F,1
Jorgjeta,F,1
Maura Margherita Amalia,F,1
Mariagrazia Giuseppina,F,1
Valentinas,M,1
Gisella Immacolata,F,1
Patrizia Elsa,F,1
Bajro,M,1
Kadrion,M,1
Gratian,M,1
Rodeen Mohamed Ramadan Sayed,F,1
Cleofo Albino,M,1
Theo,M,1
Alessia Elettra Teresa,F,1
Maria De Jesus,F,1
Thi Tung,F,1
Xhemile,F,1
Bruna Domenica,F,1
Franca Elena,F,1
Sergio Anselmo,M,1
Flavia Matilde,F,1
Urbano Andrea,M,1
Nicole Mari,F,1
Fulvio Pier Carlo,M,1
Aspazia,F,1
Birgit Elisabeth,F,1
Mar,M,1
Riccardo Andrei,M,1
Gonzalo,M,1
Zhanggai,M,1
Daria Weiping,F,1
Moriba,M,1
Anika,F,1
Martina Miriam,F,1
Joco,M,1
Muhammad Dilshad,M,1
Queen,F,1
Hossam,M,1
Rufin,M,1
Hazbie,F,1
Ambeta,F,1
Cristina Onorina Teresa,F,1
Annamaria Grazia,F,1
Lucio Antonio,M,1
Conchita,F,1
Emanuela Marga,F,1
Francesca Ottavia,F,1
Gianni Giuseppe,M,1
Lucille,F,1
Marcantonio,M,1
Roberta Clara,F,1
Adina Mihaela,F,1
Felipe Cesar,M,1
Andrea Primo,M,1
Ilie Florin,M,1
Hakja Gekop,M,1
Klejda,F,1
Rithun Seneska Garusinghe,M,1
Pino Ernesto,M,1
Corrado Ottavio,M,1
Rosa Teresa Natalina,F,1
Ridvan,M,1
Laura Cesarina,F,1
Jovan,M,1
Maria Stella Ornella,F,1
Patrizia Dorotea,F,1
Andrea Violeta,F,1
Juan Ignacio,M,1
Roberto Anselmo,M,1
Noemi Vanessa,F,1
Valentina Marinela,F,1
Francesca Pia,F,1
Giuseppina Rosa,F,1
Myriam Gladys,F,1
Daniele Simone,M,1
Ada Bruna,F,1
Ferdinando Romano,M,1
Mily Blanca,F,1
Fedele Agazio,M,1
Rimas,F,1
Lefteri,F,1
Antonino Vincenzo,M,1
Giuseppina Emilia,F,1
Milena Ester,F,1
Elisabetta Rita Piera,F,1
Rose Marie,F,1
Franco Renzo,M,1
Ndeye Coumba,F,1
Angelo Daniele,M,1
Luigi Umberto,M,1
Agar,F,1
Yamilet,F,1
Rosaria Antonia,F,1
Paolo Alfredo,M,1
Dayana Sharon,F,1
Vincenzo Luciano,M,1
Daniela Cristiana,F,1
Zuezdan,M,1
Leonardo Giuseppe,M,1
Magda Bruna,F,1
Pier Eugenio,M,1
Roxana Nicoleta,F,1
Laura Madalina,F,1
Virginia Patrizia,F,1
Belisa,F,1
Yudith Yalis,F,1
Werther,M,1
Angel,F,1
Mabrooz,M,1
Ferrante Giuseppe Maria,M,1
Patrizia Luisa,F,1
Summer,F,1
Carlo Lorenzo,M,1
Megisa,F,1
Luminita Dorina,F,1
Letizia Caterina,F,1
Hayam,F,1
Donato Corradino,M,1
Andrea Franco,M,1
Edoardo Davide,M,1
Andrã©s,M,1
Olga Lisseth,F,1
Miglena Vasileva,F,1
Anastasja,F,1
Veronica Liliana,F,1
Samuel Salvatore,M,1
Francisco Vito,M,1
Mattia Edoardo,M,1
Gian Piera,F,1
Odilla,F,1
Antonella Patrizia,F,1
Placido Remo,M,1
Maria Alessandra Antonia Giuseppina,F,1
Enrica Caterina,F,1
Maddalena Maria,F,1
Leonino,M,1
Senije,F,1
Gladys Okhen,F,1
Pehran,M,1
Alexandru Gabriel,M,1
Kamilla,F,1
Qinghai,M,1
Chunfang,F,1
Dalila Adela,F,1
Rolex Cristofer,M,1
Honghuan,M,1
Gerardo Michele,M,1
Eldina,F,1
Massimo Giovanni Mario,M,1
Edyta Elzbieta,F,1
Vera Piera Natalina,F,1
Madousou,F,1
Marcella Maria Grazia,F,1
Wanda Maria,F,1
Zahid Khan,M,1
Cleta,F,1
Sonja Monica,F,1
Nicolas Guido Maria,M,1
Itala Enrichetta,F,1
Jose' Isaias,M,1
Rosella Cesarina Scolastica,F,1
Orsolina Pierina,F,1
Brilyant,F,1
Aiysha Esther,F,1
Gian Felice,M,1
Letizia Maria Vilma,F,1
Rima,F,1
Stefano Calogero,M,1
Gianni Piero,M,1
Rossana Alessia,F,1
Xueying,F,1
Rosa Maria Donata,F,1
Oleg,M,1
Nelson Alberto,M,1
Soumya,F,1
Virginie Laurentine,F,1
Xhovana,F,1
Jinhua,F,1
Fazlul,M,1
Edoardo Giovanni,M,1
Eridion,M,1
Elisabetta Simona,F,1
Maria Esmeralda Carla,F,1
Nadia Anna,F,1
Silvina Teresa,F,1
Anatalia,F,1
Valeria Elena Luisa,F,1
Sergio Marziano,M,1
Ricardo Rafael,M,1
Vasile Domitian,M,1
Oduagbon Osakpamwan,M,1
Male',M,1
Lucas Sebastian,M,1
Zheng,M,1
Dhora,F,1
Agata Anna Maria,F,1
Dragos Florin,M,1
Laurentiu Daniel,M,1
Francesca Carol Giovanna,F,1
Gelma Maria,F,1
Adele Assunta,F,1
Leah Abigail,F,1
Nicol Sofia,F,1
Bara,M,1
Emma Ernestina Severina,F,1
Juventina,F,1
Ornella Giacomina,F,1
Thomas Vincenzo,M,1
Eduard Andrei,M,1
Lepa,F,1
Bianca Paola,F,1
Fadle Anwer Hanin,M,1
Ylari,F,1
Vaniglia,F,1
Alice Angela,F,1
Chiara Bianca Celeste,F,1
Asya Margherita,F,1
Leonilde,F,1
Isolina,F,1
Lisetta Giuseppina,F,1
Bruno Martino,M,1
Giacomo Michele,M,1
Rosaria Valentina,F,1
Giliana,F,1
Victoria Rosa,F,1
Viorel Florin,M,1
Michele Rocco,M,1
Eufrozina,F,1
Bruno Humberto,M,1
Lia Emilia,F,1
Badr Eddine,M,1
Irene Margherita,F,1
Alessandro Bruno,M,1
Lucia Matilde,F,1
Nicolina Alfonsina,F,1
Maddalena Margherita,F,1
Maria Esterina,F,1
Gregorio Luigi,M,1
Monique,F,1
Cesarino Biagio,M,1
Ruhaine,F,1
Fatou Ndoumbe,F,1
Sebastian Rene',M,1
Botaina,F,1
Anne Margaret,F,1
Rocco Tomas,M,1
Changyou,M,1
Carlo Cesare,M,1
Alberto Amin,M,1
Kristijan,M,1
Francesco Federico,M,1
Michele Flavio,M,1
Ruvena,F,1
Manila,F,1
Klodvald,M,1
Serena Elisa,F,1
Tintu,F,1
Hergis,M,1
Vittorio Lorenzo,M,1
Raiden,M,1
Onorina Pierina,F,1
Giancarlo Stefano,M,1
Francesco Jacopo Pio,M,1
Silvana Angela,F,1
Pier Giuseppe Guido,M,1
Concetta Stefania,F,1
Enzo Domenico,M,1
Stefania Fabrizia,F,1
Violante,F,1
Aney Elisa,F,1
Francesco Ulisse,M,1
Cinzia Maria Cristina,F,1
Fabio Bartolomeo,M,1
Melinda,F,1
Ivana Mariateresa,F,1
Marcello Luigi,M,1
Angerina,F,1
Lezine,F,1
Camillo Giovanni,M,1
Fady,M,1
Edna,F,1
Rosagiulia,F,1
Gianbeppe,M,1
Arturo Luigi,M,1
Roza,F,1
Lutfi,M,1
Wilfredo,M,1
Beatrice Margherita,F,1
Ndeye Maty,F,1
Benigna,F,1
Annamaria Elena,F,1
Ombretta Maria Vittoria,F,1
Attilio Alfredo,M,1
Mara Piera Sandra,F,1
Massimo Lorenzo,M,1
Ileana Angelica,F,1
Dulal,M,1
Constantinos Odisseas,M,1
Marcelo,M,1
Anwar,M,1
El Miloudi,M,1
Giuseppina Giovanna Angela,F,1
Edina,F,1
Salvo,M,1
Adele Giuseppina,F,1
Ida Angela,F,1
Chengda,M,1
Nicolo' Domenico,M,1
Helenja,F,1
Franco Michele,M,1
Touda,F,1
Nouh,M,1
Felipa,F,1
El Hadji,M,1
Ikhlasse,F,1
Linda Paola,F,1
Andrea Michele,M,1
Cinzia Vittoria,F,1
Valeriana,F,1
Wilson,M,1
Aboudramane,M,1
Elfina,F,1
Cosmin Ioan,M,1
Edgar Felipe,M,1
Giuseppina Azzurra,F,1
Aldi,M,1
Lidiia,F,1
Teresio Giovanni,M,1
Refaela,F,1
Romeo Gabriel,M,1
Giovanni Davide,M,1
Giovanna Vittoria,F,1
Patrizia Rossana,F,1
Davide Francesco,M,1
Muriel Alice,F,1
Domenica Loredana,F,1
Piero Walter Filippo,M,1
Franco Bernardo Maria,M,1
Giuseppina Delfina Amelia,F,1
Consolina,F,1
Natalia Mariangela,F,1
Christian Angelo,M,1
Michela Carla,F,1
Marco Stefano,M,1
Rose Kathleen,F,1
Dylan Marco Williams,M,1
Mohamed Rayane,M,1
Merieme,F,1
Lionadia,F,1
Fejzilet,F,1
Marinella Maria,F,1
Canzianilla,F,1
Maria Angela Geromina,F,1
Vincenzo Claudio,M,1
Carla Natalina,F,1
Nadia Angela,F,1
Rebecca Vanja,F,1
Supachai,M,1
Dulce Evelyn,F,1
Edelmira,F,1
Abdelhalime,M,1
Daria Giuseppina,F,1
Vilma Angela,F,1
Xhesilda,F,1
Porzia Mirella,F,1
Claudio Lucio,M,1
Tiziana Eugenia,F,1
Nicoletta Alessandra,F,1
Diana Giovanna,F,1
Gaofeng,M,1
Alphonsine,F,1
Simone Lucia,M,1
Maria Edi,F,1
Constantin Dan,M,1
Samuele Gianni,M,1
Belisario,M,1
Lorenzo Luca,M,1
Vincenzo Massimiliano,M,1
Eva Luna,F,1
Oana Alexandra,F,1
Lilian,M,1
Ardinist,M,1
Mariana Daniela,F,1
Ademayowa Favour,M,1
Mara Antonia,F,1
Fosca Maria,F,1
Rosa Linda,F,1
Thi Quyen Stella,F,1
Anami Graiju,F,1
Edith,F,1
Loredana Ioana,F,1
Maged Alfons Habib,M,1
Osayomore Edson,M,1
Matteo Silvio,M,1
Jacopo Andrea,M,1
Ezio Giuseppe,M,1
Talal,M,1
Andrea Riccardo,M,1
Mariaelisa,F,1
Gurkirat,F,1
Boubakar,M,1
Marjola,F,1
Ullah,M,1
Cinzia Maria,F,1
Piero Alberto Luigi,M,1
Maria Iolanda,F,1
Denise Rossanna,F,1
Alessia Ioana,F,1
Lec,M,1
Gianclaudio,M,1
Brunilde,F,1
Esef,M,1
Ednilson,M,1
Zine,F,1
Yayra Angela,F,1
Sonia Esohe,F,1
Alvaro,M,1
Xhejsika,F,1
Andrei Sebastian,M,1
Manolo,M,1
Franca Cesarina,F,1
Precilia Kenu,F,1
Giovanni Luigi Edoardo,M,1
Valter Massimo,M,1
Bianchina,F,1
Annarita Domenica,F,1
Principessa Chanel,F,1
Pierina Niery,F,1
Maria Angioletta Adriana,F,1
Emanuele Salvatore,M,1
Atiat,F,1
Roberto Dionigi,M,1
Franca Eleonora,F,1
Elisa Angela,F,1
Francisca,F,1
Aylen,F,1
Selamawit,F,1
Gideon Odosa,M,1
Husam Shakir Shared,M,1
Brigido Leonardo,M,1
Elisebet,F,1
Milosz,M,1
Renata Vittoria,F,1
Feliciano,M,1
Martine Nicole Genevieve,F,1
Giuseppe Fabrizio,M,1
Diamond Osatemwenmu,M,1
Egert,M,1
Cinthya,F,1
Soni,M,1
Calogera Giuseppa,F,1
Vitantonella,F,1
Gemma Adriana,F,1
Francesco Bartolomeo,M,1
Rosa Pia,F,1
Matteo Gabriele,M,1
Franco Pierangelo,M,1
Patrizia Mariateresa,F,1
Sandra Consuelo,F,1
Maria Luisa Enrica,F,1
Palma Rosa,F,1
Huria,F,1
Cristi Costel,M,1
Esmeralda Visenta,F,1
Laura Roxana,F,1
Elena Maria Grazia,F,1
Colleen Lynn,F,1
Enoma Goodluck,M,1
Kerty Jorgelina,F,1
Maria Grazia Rita,F,1
Genard,M,1
Tibor,M,1
Leontina Georgiana,F,1
Kadir,M,1
Paolo Alessandro,M,1
Palmina Eugenia,F,1
Massimo Gian Bruno,M,1
Elda Annamaria,F,1
Efisia Angela,F,1
Giuliana Carla Giuseppina,F,1
Valerio Claudio Ennio,M,1
Carlo Adolfo,M,1
Carlo Francesco,M,1
Emma Lia,F,1
Federica Miriam,F,1
Cinzia Rita,F,1
Alessandro Alberto,M,1
Sainey,M,1
Yichen Justin,M,1
Piotr,M,1
Shamiran,F,1
Kevin Mario,M,1
Austin,M,1
Solanger Filomena,F,1
Rui Ze,M,1
Maksim,M,1
Cinzia Francesca,F,1
Edoardo Ignazio,M,1
Lulzime,F,1
Bruna Rosa Angela,F,1
Luana,M,1
Klarisa,F,1
Miracle,M,1
Laura Teodora,F,1
Aurelio Adriano,M,1
Zoje,F,1
Marina Maximina,F,1
Defendente Felice,M,1
Paolo Mario Giuseppe,M,1
Stephane,M,1
Maxwell Osei,M,1
Sulejma,F,1
Venerino,M,1
Vana,F,1
Alessandro Vito,M,1
Teresita Francesca,F,1
Silvano Olindo,M,1
Jemaa,F,1
Grazia Maria Deborah,F,1
Marash,M,1
